content,score
"eh gila ya? ini yng ngasih ulasan hmpir sama smua keluhannya, klo buka sering stuck di logo tiktok nya, lama bgt jir nunggunya harus hapus ulang and download lagi dikira enak kya gtu? benerin geh ah puasa"" bkin marah aja",1
Hallo adminn kenapa sekarang buka Tiktok sering muncul iklan sama pas lagi enak enaknya scroll malah iklan.. tolong disikapi ya admin,3
sering bug bikin hp lag kalau mau buka cman muncul logo tiktok doang habis itu ngelag hp gabisa dibuka kudu uninstall dlu download ulang baru bisa,1
bagus banget kak vidio nya keren makasih sudah ciptain tiktok 😘,5
"Tik tok nya nggak bisa di buka, sekali di buka langsung nge bag, kadang sampai ke geser sendiri padahal kuota masih banyak",2
"Sering sekali bug tdk bisa dibuka, smp saya restart hp msh tetap tdk bisa dibuka lgs sy uninstall saja, parah",1
tolong jadikan tik tok lite serupa seperti yang ini agar yg tidak bisa menggunakan tik tok biasa bisa menggunakan yang lite,1
"Aplikasi yang sangat bagus saya banyak melihat berita berita terbaru karena aplikasi ini, dan juga banyak hiburan didalamnya jadi kalian semua harus mencoba aplikasi ini,,👍🏻",5
Menginstal nya lama sekali?? Udah terinstal tidak ada. Di ram dan kalo udah 99 dia ulangin lagi Tolong di perbaikin lagi,1
"Aku pakai android 11 sering ngestuck di logo tik tok knp ya harus di hapus trus download lagi,ngebug trus gimana sih ini,kasih rating 1 aja ini aplikasi ngebug GK dibenerin gimanasih ini",1
"Ni apk ngeselin, Setiap lagi nonton video selalu ngeleg,patah patah, Padahal kalo nonton YouTube atau buka aplikasi lainnya normal normal aja🙄",2
"Apa²an tiktok ni masa ga bisa di bukaa, trus kata² nya "" Layanan kami tidak tersedia di negara atau wilayah anda"" tolongin dong yg tau ituu knp",3
"ni tiktok sering bug tiap kali mau buka tiktok tetep ada tulisan mulu , tolong di perbaiki lebih baik turunin juga mb nya terlalu besar",3
Mendapat banyak pelajaran yang istimewa dari hati ke hati terimakasih atas pencerahan nya semoga bermanfaat sukses selalu untuk tiktok,5
"Hey tik tok,knpa ya kalau sa buka tik tok sering vidio nya tidak keliatan dan hanya suara nya saja, padahal jaringan nya lancar",4
"Tik tok asik kok. Cuma ada beberapa problem yang udah bikin aku muak banget. Pertama, app nya suka gak bisa dibuka, dan itu pun harus install ulang biar bisa dibuka. Dan yang bikin aku kesel banget dari itu tuh, karena ngaruh ke hp aku, jadih ikutan ngelag-ngelag. Kedua, sering keluar sendiri, padahal lima vidio aja belum aku tonton, udah keluar. Ketiga dan terakhir, sering banget lag kalo lagi nonton tik tok, jadi harus keluar dulu baru masuk lagi.",3
"tiktok mah gapernah gagal sukaa bangett amaa tiktok bisa bikin api(streak) apalagi ada pet streak nyaa lagi terus bisa bikin grup bisa munculin apinyaa wii kerenn bngtt sii tiktok, tiktok the best dehh",5
Maaf kenapa saya tidak bisa login tiktok setelah updet ada tulisannya hapus riwayat tapi aku gk bisa hapus tolong ya tiktok perbaiki lagi🙏,2
tiktok semakin lola semakin di update bukanya semakin bagus malah semakin lola saja,1
Sangat bagus tapi fitur komen pakek foto di tiktok saya belum bisa,5
"Susah banget buat update nya , padahal memory nya masih luas ,trus data nya juga lancar bngt. Tolong di perbaiki ya 🙏🙏🙏",3
Setiap login akun selalu tidak bisa buka Aplikasi nya,2
"video atau foto yg kita bikin gak bisa di simpan harus di posting tersebut dahulu, tolong kalau bisa fitur menyimpan nya di kembalikan",2
"Sangat puas menggunakan aplikasi tiktok,penuh hiburan dan banyak mengenal 1 sama lain dan berbeda wilayah...sukses buat aplikasi tiktok,👏👏👍",5
"Aplikasi nya bagus,tapi kalau udh siap di update ga bisa di buka kek ngeleg gtu tolong di perbaiki lagi dong",4
"tiktok tolong perbaiki lagii,kirain hp aku yang ngelagggg ternyata ngga!!!!!aku baca ulasn lain ternyta smaa yang saya alamiii,tolong yah tiktokk,padalh aplikasi nya sudah bagussss",2
Mengapa setelah di donwload tiktok sya cuma bisa dibuka 3 hri setelah itu gk bisa lgi selalu begitu,1
"Tik tok bikin emosi, masa iya ngelek di kogo tt nya ga bisa masuk harus hapus apk baru donlod lagi baru bisa tt an klo bisa hapus dri playstore aja biar ga bikin emosi",1
"aplikasi ini setiap hari saya uninstall baru saya download, aplikasi ini kalo gk di download ulang dia tidak bisa untuk ditonton, TOLONG DI PERBAIKI YAA!!",3
apknya ga bisa dibuka tolong di perbaiki lagi,1
Sekarang tiktok sudah jelek sekali akun saya COD nya di hapus mau kirim lewat DANA juga gak nyampai² pesanan saya padahal saya belum pernah return barang yg saya pesan asli jelek aplikasinya,2
"Bagus, setiap buka aplikasi bisa merasa terhibur, dan bisa melihat berbagai macam bentuk kreativitas orang lain..",5
aku kasih bintang tiga karna di tiktok ku ga bisa pake fitur video offline,3
"aplh tiktok ini,suka gabisa dipencet kadang harus download ulang,cpe aku pls tiktok benerin 🙏🏻🙏🏻😞😞",1
untuk developer tiktok tolong tambahkan fitur untuk melihat video pertama yg di like atau yg di favoritkan karna kami ingin bernostalgia dengan video yg pertama kali kami sukai,5
banyak bug nya gimana ini tiktok semoga di perbaiki lagi,5
setiap mau buka tiktok selalu muncul logo nya doang kalo mau buka hrs di hapus dulu ayo dong perbaiki admin tiktok ditunggu bantuan nya🙏🙏,1
Hp ram 6gb aja stak dilogo apalagi yg ram kecil.....pa........raaaaaaaahhhh...,1
perbaikan dong sistem nya masak komen dikit langsung kenak pelanggaran padahal gk ada bahasa menyinggung,3
"Sangat bagus apdetan terbaru login tiktok muter"" terus padahal jaringa bagus",5
Saya ingin membuka akun tik tok tapi sandi tlpn dan email lupa dan tidak aktif lagi bisakah tim tik tok membantu saya untuk membuka akun tersebut,5
tiktok sekarang main GK asikkk.....masak mau login nggk bisa...cuman muncul lambang tiktok doang...kalo mau login harus di hapus dulu tiktok nyaa...agak laen emang tiktok ni,1
ini tiktok kok setiap di buka bikin hp ngelag sampai harus di mulai ulang agar bisa hilang lag nya tolong dong udah hapus instal beberapa kali masih sama,1
Di pocophone f1 gk bisa di buka terus bikin eror hp Tolong di perbaiki!!,1
Bintang 4 dulu karna fitur fotonya ga adaaaa😭 tolong dong tiktok kembalikan fitur foto si akunkuuu huhu,4
"Selamat siang pengurus platform Tiktok, mohon bantuannya biar akun keranjang kuningku di aktifkan lagi, soalnya videoku viewnya sudah 9k. Mohon bantuannya.🙏",5
"ini kok mnta d update trus yaa,,,stiap hari mnta di update nya",5
"Tlong benerin tiktok nyaa,,kenapa sering enggak bisa dibukak dan sering update,,capek 1 minggu sekali harus uninstall dan dowload lagi itu pun ngak Cukup sekali 🙏🏻",1
"saat saya ingin masuk, saya ngestuck di logonya. setelah itu hp saya seperti terkena virus. satu satunya cara adalah uninatall tiktok lalu mengunduhnya kembali. tolong diperbaiki",1
"Capek gw saban hari hapus tiktok download lagi gitu aja terus, kenapa sie kok bikin hp gw lag mulu , padahal aku suka app tiktok seru buat hiburan",2
"sering nge bug dan gk bisa buka komentar sama sekali,ada pesan tidak masuk padahal ada notifnya",1
tolong dong ini knp abis di update jdi lemot parah ya ngeleg bgt lg cape bgt,2
Capek2 nyari sinyal buat update malah ngelag baru bukak eror bhkan kembali sendiri kadang yang nyala cuman musik doang tlong lah diperbaiki lagi😭,1
"Pengalaman terburuk,tiba2 TikTok tidak bisa dibuka😮‍💨😮‍💨😮‍💨",1
"kenapasi makin kesini makin jelek banget selalu ngestuck di logo tiktok, masa harus uninstall install dulu si tiap mau buka tiktok, gajelas.",1
"baguss si cuman yang disayangkan banyak iklannya!! dikit-dikit iklan dikit-dikit iklan, jadi susah kalo mau liat vtnya. mana iklannya selang beberapa detik dari iklan sebelumnya. mohon untuk di kurangi iklannya mengganggu saya minn!!",4
"Ini bisa membuat hiburan,aku pernah lihat anak kecil di tiktok lagi di wawancara sama orang di tanya punya tiktok gak kata nya engga kata nya gaboleh sama ortu nya kata nya tiktok jelek bisa terpengaruh yang jelek tapi kan kalo kita gak lihat jelek' gabakal ada jelek'",4
Tiktok makin di update makin aneh gua cuma mau login doang tungguinya 3jam belum yang lain HERAN GUA lalu suka ke luar sendiri dan suka ngulang² dari video pertama 1000% GUA KECEWA BERAT,1
Kenapa ya ko saya pas updoad video pas di liat di hp saya bagus jernih ko pas dilihat sama orang malah burah padahal penghemat data nya udah di of in masih buram,3
bagus banyak inspirasi aku dari tiktok 😘😘😘😘😘😘👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍dan kadang kalau adik aku pinjam hp aku dia mintak nonton aplikasi ini katanya seru nonton aplikasi tiktok 😘😘😘😘👍 👍👍👍👍,5
"Tiba tiba tik tok tidak bisa dibuka, dan stak di logonya sampai harus hapua dan instal ulang lagi Dan ini yg ke tiga kalinya",1
"Banyak peraturan , komentar gini gak boleh gitu gak boleh tiba2 di hapus,, ada aplikasi lain yg lebih baik hancur tiktok ini, kalau gini terus banyak peraturan yg gak masuk akal 🤬😡",1
"tolong teruntuk bug nya di perbaiki, apalagi soal bug tik tok yang aplikasinya tidak bisa di buka, jadi harus uninstal dulu baru bisa di buka, bug itu juga berpengaruh kepada HP saya yang di mana saat aplikasi tik tok tidak bisa di buka HP saya tiba tiba nge frezz atau macet, tolong bug ini segera di perbaiki di karenakan bug ini sangat mengganggu",2
Filter slowmo patah patah di aku gaada padahal udah terupdate dan udah aku hapus beberapa kali tapi gak bisa keluar slowmo patah patahnya,1
"apk nya kadang suka lemot suka ngeblank suka keluar sendiri, kenapa ya tiktok aku suruh update mulu, tolong di benerin dulu dong plisss",1
"seneng belanja ,, terasa dekat ke pasar",5
"macet macet,sering keluar dr aplikasi nya sendiri",1
Sejauh ini cukup bagus. Tingkatkan dengan produk yang berkualitasnya baik. Untuk Managementnya harap diperhatikan lagi.,2
"aplikasi gajelas, ngebug mulu masa kluar logo doang begitu banyak yg komen biar di perbaiki masa gada perbaikan, klo begini turun peminat",1
"tiktok sering eror skarang, mana saya gabisa masuk akun nya, udah berkali' hapus-dowload' tetep aja gabisa, mohon ya ini apk nya",1
"kenapa habis d update tampilan tiktok ada masalah dan tidak muncul vidio , tulisan tidak ada jaringan padahal jaringan bagus",1
setelah saya update saya tidak bisa masuk ke akun tiktok saya padahal saya tidak melakukan kesalahan apapun (bari saja selesai update nya) sebelum belum pernah seperti ini,3
"Ini kenapa wilayah Indonesia di Tiktok gw kok nggak tersedia/layanan di negara anda tidak ada hadehh, hp realme 5i, tolong di Jawab dong developer pliss jangan di liat doang lah, gini amat developer nya",1
Tik tok mulai menurun karena saat di dowlod lama bgt... habis itu pas masuk leg abis itu keluar dari aplikasi mohon di perbaiki ya😊,3
Kurang bagus...kadang kadang gk bisa di buka..harus di uninstal..baru downlod lagih...baru bisa kebuka,1
"Untuk video nya sangat menghibur dan bnyk pelajaran dan informasi terbaru, untuk tempat belanjanya sangat memuaskan dan membantu",5
Kok di aku udah ke instal tpi nggak ad apk nya yah ini kenapa ya tolong,2
"Sering nge bug, tolong dong fitur yang pengunjung profil di hilangin aja. Ga ngejaga privasi",2
"tiktok ini sudah bagus sekali,bisa mendapatkan penghasilan juga tapi kenapa tiba tiba nge lag/keluar sendiri padahal jaringan saya sudah bagus. dan setelah saya update tiktok banyak musik yang dulu nya bisa saya pakai sekarang tidak bisa? TIKTOK SETELAH SAYA UPDATED TIDAK BISA DIBUKA DAN MEMBUAT HP SAYA MENJADI NGE HANK. mohon perbaikan nya SECEPAT mungkin, trimakasih",2
"Kenapa ya susah bgt fyp, gak kaya pas awal awal kan baik baik aja tuh kalo post vt pasti rame, sekarang malah susah rame, gampang keban pdhl vt² yg dipost juga tidak mengandung unsur hal² aneh apalagi adegan berbahaya tpi malah ke ban gatau salah nya dimana, tolong balikin tiktok yg dulu wkwk",3
Ko ga bisa masuk ke tiktok sih semua aplikasi ga guna hadeh mobile legend pubg free fire semua tiba - tiba keluar ini lagi tiktok ikut - ikutan ga bisa masuk ke tiktok semua ga guna sialan,5
"tolong dong dibagian favorit kan ada folder/bagian² gitu, nah di dalamnya tolong dong buat tombol untuk scrool ke video paling bawah, soalnya capek banget nih jari kalo banyak video tersimpan terus mau diatur harus scrool ke bawah dulu😓",4
"Kurang asyik tiktok skrg soalnya sering ngk bs dibuka ... dihapus dlu, lalu download lg....",2
mohon maaf ini tiktok nya kenapa ya?? saya mau bikin konten foto tapi sound nya gabisa di pake tolong ini tiktok perbaiki lagi,3
"Tolong di perbaiki lagi, setiap sya mau buka tiktok selalu ngeblank dan buat HP saya mati terus Dan,itu ngebuat sy hrus menghapus nya dan menginstalnya lagi mohon di perbaiki",1
"maaf ya, tolong buat tiktok bug nya di kurangin, ini udah ke sekian kali nya saya harus apus dan download lagi apk nya cmn gara gara di pencet apk nya ga bisa² harus di pencet berkali-kali baru bisa ke buka dan kadang keluar sendiri, saya suka bingung ini hp saya nya atau apk nya yg memang bermasalah",2
suka keluar sendiri+ga bisa di buka klau uda lama di pakai,2
"tik tok knp y kak udh 2 hrian ini koin dipjok atas kiri yg bysae klo kita nnton video muter ini gk bs mmuter samsek jd wktu kyk kebuang sia² deh yg tdinya smngat buka tt krn pngn cari koin bwt dikmpulin trs diklaim ini mlah g bs blas,kmren q ngiranya cm di hp q aja eh taunya pas q bk tik tok di hp ibkku jg sama kek gt koin dipjok kiri atas gk bs muter🥴tlong untuk apk tiktok nya diprbaiki lg dong kak biar klo kt nnton bs dpt koin yg bs diklaim lwt dana,mksh kkak admin🙏😁",2
"tiap hari kalo mau buka tiktok pasti ngebut yang keluar cuman logonya, cape tiap hari harus hapus tiktok terus download lagi....., mohon di perbaiki",2
aku cari nya ini eh munculnya bukan yang aku mau tiktok sangatlah aneh saya tidak terlalu menyukai tiktok,2
bukannya diperbaiki malah makin ngebug,1
"uda 3x hapus tiktok gara gara pas buka tiktok malah stuck di penampilan awal, abis tuh malah bikin lag && hp juga jadi ikutan ngelag semuaa, padahal penyimpanan masi banyak, bug nga selalu ada setiap hari, harus restart ulang sama hapus ulang mulu, cape",1
"makin hari makin jelek aja tiktok, suka ngebug pas dibuka dan cuma di logo doang, pas udh mau dikeluarin lag parahhhh, tolong diperbaiki lgi",1
"Suka sekali sama Tik tok,, tp sayang kalo mu masuk susah,, jadi sering hapus dan download lg,, mohon d perbaiki dong supaya gak kek gini,,,,🙏🤗🤗🤗",5
Ini kenapa aplikasinya tidak bisa di buka kalau saya uninstall ulang saya lupa password nya kalo harus ngulang lagi. Mohon bantuannya,3
"saya Tidak bisa merubah nama & Nama pengguna.. Udah lama saya tidak bisa mengganti nya.. Padahal udah saya klik adit profile, tapi tidak pengaruh tidak bisa 😧",1
Tiktok ngebug banget setiap buka pasti langsung keluar padahal jaringan lancar penyimpanan juga nga penuh tapi gitu bae,3
"Gajelas bgst, gua ketik kata ""pengen"" kena filter, padahal itu bahasanya ga kasar. Tolong lah di perbaiki lagi bujang",1
"Kok yang saya sering gak bisa di buka , sekalinya dibuka cuma muncul logo tiktok saja,Totong di perbaiki ya 🙏🏻",3
Sangat seru videonya dan bisa belanja sepuasnya di tiktok shopnya juga tapi lumayan mahal harganya tapi nggak begitu mahal palingan harganya 100ratusan doang😁👍👍,5
"Titok nya bagus,cuma kadang GK bisa di buka dan harus di hapus dan di install lagi,",5
"Kenapa koinnya tidak berputar lagi yaa,hanya menyelesaikan misi mencari 18 pencairan saja. Sudah d update juga.",5
bagus bgt aku bisa nonton video kesukaan ku seperti magic 5 dan lainnya,5
"Halo min, aku mau tanya aku kan pernah co barang pake paylater tiktok nah tp gajadi trus abis itu aku cancel dari tiktoknya pun udh di acc pembatalan tapi kok paylatternya ttep harus dibayar ya?pdhl barangnya sama sekali ga aku terima tapi aku harus bayar. Bisa tolong jelasin gak min itu gmn?supaya aku ga merasa dirugikan",2
"Bang hpku samsung note 9 ngebug kalo download tiktok , mohon segera di perbarui bang tak kasih bintang 1 dulu, klo rame lanjut part w",1
tiktok ku kok ga bisa dibuka gimana ini dibuka dari play store juga gabisaa,3
Saya sudah download hampir 5 ataw 6kali sampai SE Minggu sudah ngga bisa di liat lagi pasti kalo download ngga sampai SE Minggu sihh dasar aplikasi rusak,1
"Tik tok bagus tapi jangan sesekali kalian menggunakan nama ""pesan khusus"" ini bikin kalian tidak bisa membuat kalian menonton video nya, aku aja nyesal bikin nama kaya gitu ni aku hapus TikTok abis itu donlod lagi nyoba bisa atau ga nonton video nya lagi",2
sangat lemot banget padahal jaringan bagus,1
"harusnya setelah update mengurangi bug,tapi ini kok malah tetep bug tolong perbaiki",1
Tolong tik Tokan nya di perbaiki masak aku buka aplikasi nya cuma muncul logonya padahal paketanya ada dan setiap gak bisa di buka harus hps aplikasi nya terus download lagi baru bisa di buka itu pun lemot padahal penyimpanan nya masih banyak,1
"Thx u tiktok, sempet kena pelanggaran sampe akun di blokir permanen, cuma aku kirim email terus dan ajuin banding, ga sampe 1 minggu akhirnya ternotice dan akun kembali🥰👍",5
kok akhir¹ ini tiktok lag terus bug ya? PLISS TIKTOK KU NGEBUG😭😭😭,5
"ini tiktok kok jadi sering ngebug ya? kadang kl mau buka tiktok lama bgt cuma stuck dilogo aja, kadang harus mencet tiktok sampe berkali-kali baru kebuka. pls dong min diperbaiki bug ini, keburu ga mood liat tiktok kalo kayak gitu.",2
"Untuk apknya si bagus, buat hp 16 gb masi bisa dipake tpi... lagnya itu lhoo, dan cachenya bisa menuhin memori hp sendiri.. dan kalo memori udh penuh tiktoknya keluar2 sendiri lah ""tiktok tidak menanggapi, tiktok terus berhenti"" lebih baik ini ya dibenerin segitu aja mohon tiktok diperkembangkan lagi 🙏🙏",3
"Ini aplikasi kenapa dah? Kadang ga bisa terbuka terpaksa harus download lagi, ga sekali kejadian masih aja begini. Perbaiki bug woi! Oh ya ditambah komentar orang jangan dikit dikit kena pelanggaran padahal kalimat yang digunakan udah kalimat baku, anti kritis kau developer?",2
"Karena sering kali update,tik tok skrng makin aneh,masa tiba hp sya lemot sendiri, padahal ruang saya masih banyak penyimpanan,dahlah males skrng kalau buka tik tok",1
"kok sering bug sih waktu buka aplikasinya cuma stuck di logo sampai hpnya muat ulang sendiri gitu trs sampai udah di uninstall berkali-kali tetap masih sama bisa normal paling cuma beberapa hari habis itu gitu lagi, waktu mau install ulang juga sama ngelag dulu lama parahhh aplikasinya kenapa sih kok kayak gitu padahal suka banget loh sama aplikasi ini. mohon diperbaiki!",1
Sangat bagus tiktok ini ... Tapi akhir-akhir ini agak lebih lambat,4
"amplikasi ini sangat menghibur, tapi sering ngeleg",3
"Tiktok yg versi terpaling update besar aplikasinya gede banget hingga 2GB sendiri. Lalu suka error tiba-tiba, dan yg terkini malah tidak bisa dibuka. Hanya sampai keluar logo tiktok, habis itu HP saya yg ngebug",1
"Saya kecewa dengan apk ini selalu kena bug dan ketika ingin mendonglout ulang pasti tidak bisa padahal memo saya sudah saya kurangi dan apk yang lain pasti saya hapus karna saya ingin menonton tiktok, tolong tiktok ini kenapa sih?? Kenapa saya selalu kena Bug?!",1
"Tolong hapus bug tiktok yg kadang ngk bisa di buka kalo bukanya harus download ulang, tolong segera diatasi",2
Aplikasi tik tik nya selalu nge bug buat hp saya jadi nge hang kalo buka aplikasi tik tok selalu aja nge hang,2
Aplikasi ini sangat bagus dan bisa menghibur saya tapi ada satu mb TikTok ini sangat lah besar😭😭🙏,5
Ini kenapa bolak balik gak bisa di buka.. masa mau buka harus install ulang dulu baru bisa buka lagi.. hari ini aku udah 2 kali install ulang loh..,1
tolong benerin lah bug nya masa harus hapus download terus bug nya tu ga bisa di buka trus bikin hp lag sama hang,1
"update baru malahan makin susah di buka, udah gitu banyak bug, ukuran size apk nya besar banget lagi",3
"Bagus banget sumpah,aplikasi ter the best menurut ku, tapi tolong update kan lagi tiktok nya,download nya juga lumayan lama",5
Sekarang saya setiap hari nonton tiktok. Dulu sayang jarang banget sama sekali tapi gpp sekali,5
"bagus banget tiktok ini setiap update makin bertambah fitur canggih nya, makasih ya buat yang buat tiktok pokoknya aplikasinya bagus the best dehhh",5
"Stuck Logo, bikin ngelag device, device jadi gampang panas",2
Tolong di baca ulasan nya soalnya bug bug tersebut bikin jengkel males download ulang ini sangat tidak menguntungkan pengguna nya,1
"toktok akhir"" ini dibuka logonya doang udh di tunggu lama bgt masi gabisa, jadi harus download ulang, tolong perbaiki lah.",4
"Ini kenapa sih tiktok pas dibuka yang muncul cuma logonya doang Padahal dulu gak kaya gini deh , Jadi gak bisa liat video tiktok",2
"Kadang dibuka lama. Jadi sering download lagi, lagi, n lagi",1
"tiktok ku pas sudah di update, kok makin burik sih setiap mau masuk tiktok pasti ngestak di logo nya trs tiba"" hp ku jadi panas + ngelag. penggunaan memori hp nya pun jadi naik drastis tolong dong tiktok hapus bug nya sangat meresahkan sekali bagi pengguna android",1
Bagus tapi harus install ulang lagi kenapa ya tiktok nya?,5
"tolong hapus pencarian""ketek tanteku mulus"" itu sangat menganggu udah di segarkan tapi muncul lagi",3
bannyak bug tidak sumua hp cocok dengan aplikasi ini bisa bkin hp blank,1
Kamera nya kok patah-patah sampai-sampai hp juga ikut ngeleg,3
"Sumpah tiktok sekarang makin jelek mulai dari fiturnya, vidionya, dan bug nya , dimohon untuk diperbaiki lagi tiktok sekarang. Tiktok lite lebih bagus fiturnya dari pada tiktok ini🤮🤮🤮",1
"Kenapa TikTok ku udah g bisa ngambil koin SM liat saldo msh kurang brp, padahal sebelum update msh bisa, knp sekarang mlh g bisa, padahal aku niat nya mau ngambil saldo nya.",2
sangat seru dan menarik untuk belajar dan hiburan,5
tiktok bug tidak bisa masuk ke tiktok,4
gimana solusinya ni tiktok saya chatan dengan pacar di tangguhkan ga bisa kirim pesan dan terima pesan dari akun dia api kami sudah 234 kalo ga bisa chatan apinya 234 ilang sia sia gimama tiktok.mohon bantuanya,1
"Kenapa tiktok tidak bisa menyimpan lagu favorit, dan ga bisa mencari lagu yg diinginkan?",2
Di update bulan nya tambah bagus malah kebanyakan bug,1
Perangakat saya android 10 ram4 kenapa sering keluar logo saja. Hp sampai macet apa ada solusinya ini.,2
"Tik tok akhir""ini ngebug kah karena waktu saya masuk ngestuck di logo nya abis itu mati daya saya buka apk lain juga ikut mati daya tolong benerin",3
Saya sering pake tiktok tapi sering ngelag suka lambat gitu tapi di aplikasj yang lain mh enggak mohon dong buat solusi lainnya saya udah dowlond tiktok 4 kali ini bagai mana ya,4
"Banyak olshop tidak amanah, merugikan banyak pengguna, tidak selektif memberikan ijin olshop untuk berjualan",1
Kenapa kalok gak login tiktok satu hari aja harus download ulang Kouta gue hampir habis karena download tiktok,1
"Susah banget cari viewer,,percuma dan sia sia uplod klo nggk ada yg nonton,masak harus berbayar biar fyp,, masih enak Afiliasi shopee viewer penontonnya selalu rame dan gratis nggk berbayar,,Lebih Mantap posting video di shopee gampang laku juga👍",1
"Mohon maaf, tiktok saya kok tidak ada fitur playlist / daftar putar ya?",4
"bug nya perbaiki dong,masak setiap hari harus hapus terus download ulang tiktok nya,kecuali hari sabtu dan minggu",3
Kesel banget giliran ada kepentingan buat belanja tpi malah lemot terus udh beberapa hari,1
"kok baru di instal besoknya gak bisa di buka sih begitu terus tolong perbaiki dong cape instal-unistal terus,ini hp saya atau emang tiktoknya mohon di dengarkan",3
"sama seperti ulasan yang lainnya,saya kira hp saya yang nge bug atau gimana ternyata tiktok nya soalnya kalo buka tiktok mentok sampai logo nya doang",3
"Lag parah dan banyak bug seperti tidak bisa balas kokertar pakai vt, login cuma muncul logo Tik Tok dan lemon padahal penyimpanan masih banayak dan internet lancar",3
"Aplikasi sudah bagus tapi kalau komen sering kena pelanggaran padahal tidak melanggar sama sekali,bahkan akun saya terblokir permanen karena mengirim link grup",5
Setidaknya tiktok ini bisa gak sih gak bug terus kadang balik sendiri ampun dah Saya kasih bintang 4 dulu soalnyaa lumayan agak becus apk nih,3
"Plis tiktok saya ingin menggunakan efek terbaru tapi ada tulisan ""efek tidak mendukung perangkat ini"" tolong hapus saja tulisan itu gpp kalo efek nya nge lag nge lag yg penting saya mau coba efek terbaru, plis tiktok:(",1
"Banyak bug nya, abis balas chat pindah nge scroll jadi loading, abis scroll pindah ke chat malah loading, haru buka ulang apk lagi, males bgt",2
tiktok suka ga bisa masuk aplikasi kalo mau masuk harus di hapus dulu aplikasi nya terus download lagi terus bisa masuk lagi,1
"game nya bagus, saya mainin dari umur 3 tahun sampai umur 8 tahun, saya main gak ada bug. Tetapi, ada masalah yang harus di perbaiki, saya memencet tombol X malah ke live, keadaan hp saya tidak lemot dan ada masalah ke 2 yaitu, dia mengurang isi daya hp, yaitu dia memperhabiskan daya hp, segitu aja terimakasih tiktok tolong di peebaiki bug nya yaa",4
"gak respect sama layanan tiktok pas belanja udah estimasi telat sampe 3 kali, pengembalian dana nya susah di tolak aja",1
"Kadang suka susah di buka, tolong di perbaiki LGI ya..🙏🙏 trimakasih",4
aplikasinya g mau di buka cuman sampe logi depan tiktok nya aja trus bikin hp lag gara gara itu tolong di perbaiki!!!!!,1
Mohon diperbaiki bug tidak bisa masuk tiktok,5
pas login masuk nya lama terus hp jadi nge lag bgtt hrs di restart dulu biar ga nge lag harus di instal ulang kalo mau ntn tiktok lgi,3
tiktok gw Sekarang sering nge stuck le logo doank gk mau masuk . Padahal penyimpanan dan ram masih terbilang cukup banyak,3
Ini kenapa gak bisa Upload video di resolusi 1080 Ada apa Dengan tiktok tolong banget di perbaiki,1
Bagus sekali dan bisa dibikin video foto dan melihat video yang ngakak dan sedih pokoknya bagus banget,5
"Setiap mau buka tiktok selalu harus uninstal... Capk lelah selalu seperti itu, please di perbaiki yaa app nya...",1
Kenapa aplikasi tiktok selalu buka tidak dapat ...mentok ndk logo,2
"setiap saya buka tiktok hp saya ngelek sama ngga bisa dipencet ngga tau masalah darimana tali setiap buka tiktok ngelek terus harus uninstal, download lagi begitu aja terus sampe cape",1
Sy sudah perbarui aplikasi ini tidak berpungsi d prankat sy. Bain sebentar tidak menanggapi,5
"Sumpah ini tiktok makin gak jelas, saya sebagai affiliate sangat kecewa, baru posting langsung kena pelanggaran, padahal sudah ngerekam, ngedit dll itu juga butuh waktu dan tenaga, ini masih aja dikira saya nyuri vidio orang!! Kan ya gak jelas, yang nyuri vidio orang aja lolos dari pelanggaran lah kenapa akun saya sensi? Ajukan banding juga ditolak terus😂 herannya ada yang vidio gj pake keranjang kuning lolos, punyaku vidio original kena pl terus, Perbaiki lagi jangan dikit2 kena pl😂😂🤣🤣",2
aku tidak terlalu suka karna banyk bug nya saya harus download ulang setiap hari agar bisa buka tiktok tolong di perbaiki bugnya,1
ini kenapa ya aplikasinya susah di buka dulu gampang gampang aja kayaknya,2
Ini tiktok gw knp yak jadi nge bug jaringan hp gw lancar tapi pas buka tiktok vt nya gak muter sama gak ada suara nya,1
Tiktok menurut aku si bagus bgt si walaupun kadang ngelek dikit tp wajar lah ditambah disini jaringan nya kadang jelek pokoknya tiktok is the best 👍🏻👍🏻,5
Sippp mantap terimakasih utk developer nya ohh iya dari saya tolong tambahkan fitur scroll otomatis biar semakin mudah di gunakan hehe,5
pliss perbaikin bug yg sering keluar sendiri apalagi ini hp gw yg udh termasuk gede internal sama ram tpi masih sering lag di video nya,4
Kenapa sekarang tiktok nya ngak bisa di buka aplikasinya harus di hapus dan di download ulang baru bisa di gunakan jadi bikin kesel harus bulak balik hapus dan download,1
apaam lagi si malah makin ngebug padahal jaringan juga bagus buat buka ig juga lancar² tpi knp dah sama tiktok ngebug² njiir,2
apaan sih enak enak nontonn keluar sendiri terusss kebanyakann fitur fitur jadi semakin ngelagggg dihpku 😡😡😡🥺🥺🥺😔😔😔😔😔😔😔😔😔 minimal fiturnya jangan yang berat' biar penyimpanannya sedikittttt pliss lah udah enak enak nonton masa keluar sendiri terusss capek kaliii ahhhhh,3
